rank,company,fortune_ticker,sec_ticker,cik,cik_padded,sec_name,edgar_submissions_api,edgar_companyfacts_api,edgar_companyconcept_revenues_api,edgar_filings_browse,status,match_source
249,Emerson Electric,EMR,EMR,32604,0000032604,EMERSON ELECTRIC CO,https://data.sec.gov/submissions/CIK0000032604.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000032604.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000032604/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000032604&type=&dateb=&owner=include&count=40,matched,company_tickers_json
250,Asbury Automotive,ABG,ABG,1144980,0001144980,ASBURY AUTOMOTIVE GROUP INC,https://data.sec.gov/submissions/CIK0001144980.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001144980.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001144980/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001144980&type=&dateb=&owner=include&count=40,matched,company_tickers_json
251,Manpower,MAN,MAN,871763,0000871763,ManpowerGroup Inc.,https://data.sec.gov/submissions/CIK0000871763.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000871763.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000871763/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000871763&type=&dateb=&owner=include&count=40,matched,company_tickers_json
252,W.W. Grainger,GWW,GWW,277135,0000277135,"W.W. GRAINGER, INC.",https://data.sec.gov/submissions/CIK0000277135.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000277135.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000277135/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000277135&type=&dateb=&owner=include&count=40,matched,company_tickers_json
253,Royal Caribbean Cruises,RCL,RCL,884887,0000884887,ROYAL CARIBBEAN CRUISES LTD,https://data.sec.gov/submissions/CIK0000884887.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000884887.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000884887/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000884887&type=&dateb=&owner=include&count=40,matched,company_tickers_json
254,O'Reilly Automotive,ORLY,ORLY,898173,0000898173,O REILLY AUTOMOTIVE INC,https://data.sec.gov/submissions/CIK0000898173.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000898173.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000898173/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000898173&type=&dateb=&owner=include&count=40,matched,company_tickers_json
255,Vistra,VST,VST,1692819,0001692819,Vistra Corp.,https://data.sec.gov/submissions/CIK0001692819.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001692819.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001692819/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001692819&type=&dateb=&owner=include&count=40,matched,company_tickers_json
256,Texas Instruments,TXN,TXN,97476,0000097476,TEXAS INSTRUMENTS INC,https://data.sec.gov/submissions/CIK0000097476.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000097476.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000097476/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000097476&type=&dateb=&owner=include&count=40,matched,company_tickers_json
257,Casey's General Stores,CASY,CASY,726958,0000726958,CASEYS GENERAL STORES INC,https://data.sec.gov/submissions/CIK0000726958.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000726958.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000726958/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000726958&type=&dateb=&owner=include&count=40,matched,company_tickers_json
258,MGM Resorts International,MGM,MGM,789570,0000789570,MGM Resorts International,https://data.sec.gov/submissions/CIK0000789570.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000789570.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000789570/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000789570&type=&dateb=&owner=include&count=40,matched,company_tickers_json
259,Discover Financial,DFS,DFS,1393612,0001393612,Discover Financial Services,https://data.sec.gov/submissions/CIK0001393612.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001393612.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001393612/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001393612&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
260,Corteva,CTVA,CTVA,1755672,0001755672,"Corteva, Inc.",https://data.sec.gov/submissions/CIK0001755672.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001755672.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001755672/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001755672&type=&dateb=&owner=include&count=40,matched,company_tickers_json
261,Universal Health Services,UHS,UHS,352915,0000352915,UNIVERSAL HEALTH SERVICES INC,https://data.sec.gov/submissions/CIK0000352915.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000352915.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000352915/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000352915&type=&dateb=&owner=include&count=40,matched,company_tickers_json
262,Pulte,PHM,PHM,822416,0000822416,PULTEGROUP INC/MI/,https://data.sec.gov/submissions/CIK0000822416.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000822416.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000822416/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000822416&type=&dateb=&owner=include&count=40,matched,company_tickers_json
263,Omnicom,OMC,OMC,29989,0000029989,OMNICOM GROUP INC.,https://data.sec.gov/submissions/CIK0000029989.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000029989.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000029989/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000029989&type=&dateb=&owner=include&count=40,matched,company_tickers_json
264,Dick's Sporting Goods,DKS,DKS,1089063,0001089063,"DICK'S SPORTING GOODS, INC.",https://data.sec.gov/submissions/CIK0001089063.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001089063.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001089063/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001089063&type=&dateb=&owner=include&count=40,matched,company_tickers_json
265,Devon Energy,DVN,DVN,1090012,0001090012,DEVON ENERGY CORP/DE,https://data.sec.gov/submissions/CIK0001090012.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001090012.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001090012/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090012&type=&dateb=&owner=include&count=40,matched,company_tickers_json
266,Leidos,LDOS,LDOS,1336920,0001336920,"Leidos Holdings, Inc.",https://data.sec.gov/submissions/CIK0001336920.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001336920.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001336920/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001336920&type=&dateb=&owner=include&count=40,matched,company_tickers_json
267,Aflac,AFL,AFL,4977,0000004977,AFLAC INC,https://data.sec.gov/submissions/CIK0000004977.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004977.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000004977/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004977&type=&dateb=&owner=include&count=40,matched,company_tickers_json
268,Targa Resources,TRGP,TRGP,1389170,0001389170,Targa Resources Corp.,https://data.sec.gov/submissions/CIK0001389170.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001389170.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001389170/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001389170&type=&dateb=&owner=include&count=40,matched,company_tickers_json
269,LPL Financial,LPLA,LPLA,1397911,0001397911,LPL Financial Holdings Inc.,https://data.sec.gov/submissions/CIK0001397911.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001397911.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001397911/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001397911&type=&dateb=&owner=include&count=40,matched,company_tickers_json
270,EMCOR,EME,EME,105634,0000105634,"EMCOR Group, Inc.",https://data.sec.gov/submissions/CIK0000105634.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000105634.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000105634/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000105634&type=&dateb=&owner=include&count=40,matched,company_tickers_json
271,Kinder Morgan,KMI,KMI,1506307,0001506307,"KINDER MORGAN, INC.",https://data.sec.gov/submissions/CIK0001506307.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001506307.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001506307/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001506307&type=&dateb=&owner=include&count=40,matched,company_tickers_json
272,Consolidated Edison,ED,ED,1047862,0001047862,CONSOLIDATED EDISON INC,https://data.sec.gov/submissions/CIK0001047862.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001047862.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001047862/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001047862&type=&dateb=&owner=include&count=40,matched,company_tickers_json
273,Peter Kiewit Sons',Non-public,,,,,,,,,no_ticker,
274,Keurig Dr Pepper,KDP,KDP,1418135,0001418135,Keurig Dr Pepper Inc.,https://data.sec.gov/submissions/CIK0001418135.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001418135.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001418135/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001418135&type=&dateb=&owner=include&count=40,matched,company_tickers_json
275,Dominion Energy,D,D,715957,0000715957,"DOMINION ENERGY, INC",https://data.sec.gov/submissions/CIK0000715957.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000715957.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000715957/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000715957&type=&dateb=&owner=include&count=40,matched,company_tickers_json
276,Guardian Life,Non-public,,,,,,,,,no_ticker,
277,Kimberly-Clark,KMB,KMB,55785,0000055785,KIMBERLY CLARK CORP,https://data.sec.gov/submissions/CIK0000055785.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000055785.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000055785/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000055785&type=&dateb=&owner=include&count=40,matched,company_tickers_json
278,IQVIA,IQV,IQV,1478242,0001478242,IQVIA HOLDINGS INC.,https://data.sec.gov/submissions/CIK0001478242.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001478242.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001478242/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001478242&type=&dateb=&owner=include&count=40,matched,company_tickers_json
279,Fox,FOX,FOX,1754301,0001754301,Fox Corp,https://data.sec.gov/submissions/CIK0001754301.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001754301.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001754301/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001754301&type=&dateb=&owner=include&count=40,matched,company_tickers_json
280,Edward Jones,Non-public,,,,,,,,,no_ticker,
281,C.H. Robinson Worldwide,CHRW,CHRW,1043277,0001043277,"C. H. ROBINSON WORLDWIDE, INC.",https://data.sec.gov/submissions/CIK0001043277.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001043277.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001043277/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043277&type=&dateb=&owner=include&count=40,matched,company_tickers_json
282,Land O'Lakes,Non-public,,,,,,,,,no_ticker,
283,AECOM,ACM,ACM,868857,0000868857,AECOM,https://data.sec.gov/submissions/CIK0000868857.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000868857.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000868857/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000868857&type=&dateb=&owner=include&count=40,matched,company_tickers_json
284,United Rentals,URI,URI,1067701,0001067701,"UNITED RENTALS, INC.",https://data.sec.gov/submissions/CIK0001067701.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001067701.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001067701/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001067701&type=&dateb=&owner=include&count=40,matched,company_tickers_json
285,Ecolab,ECL,ECL,31462,0000031462,ECOLAB INC.,https://data.sec.gov/submissions/CIK0000031462.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031462.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000031462/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000031462&type=&dateb=&owner=include&count=40,matched,company_tickers_json
286,Illinois Tool Works,ITW,ITW,49826,0000049826,ILLINOIS TOOL WORKS INC,https://data.sec.gov/submissions/CIK0000049826.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000049826.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000049826/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000049826&type=&dateb=&owner=include&count=40,matched,company_tickers_json
287,Raymond James Financial,RJF,RJF,720005,0000720005,RAYMOND JAMES FINANCIAL INC,https://data.sec.gov/submissions/CIK0000720005.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000720005.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000720005/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000720005&type=&dateb=&owner=include&count=40,matched,company_tickers_json
288,PPG Industries,PPG,PPG,79879,0000079879,PPG INDUSTRIES INC,https://data.sec.gov/submissions/CIK0000079879.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000079879.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000079879/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000079879&type=&dateb=&owner=include&count=40,matched,company_tickers_json
289,Auto-Owners Insurance,Non-public,,,,,,,,,no_ticker,
290,Pacific Life,Non-public,,,,,,,,,no_ticker,
291,DTE Energy,DTE,DTE,936340,0000936340,DTE ENERGY CO,https://data.sec.gov/submissions/CIK0000936340.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000936340.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000936340/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000936340&type=&dateb=&owner=include&count=40,matched,company_tickers_json
292,United States Steel,X,X,1163302,0001163302,UNITED STATES STEEL CORP,https://data.sec.gov/submissions/CIK0001163302.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001163302.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001163302/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001163302&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
293,Corning,GLW,GLW,24741,0000024741,CORNING INC /NY,https://data.sec.gov/submissions/CIK0000024741.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000024741.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000024741/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000024741&type=&dateb=&owner=include&count=40,matched,company_tickers_json
294,Principal Financial,PFG,PFG,1126328,0001126328,PRINCIPAL FINANCIAL GROUP INC,https://data.sec.gov/submissions/CIK0001126328.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001126328.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001126328/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001126328&type=&dateb=&owner=include&count=40,matched,company_tickers_json
295,Smithfield Foods,SFD,SFD,91388,0000091388,SMITHFIELD FOODS INC,https://data.sec.gov/submissions/CIK0000091388.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000091388.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000091388/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000091388&type=&dateb=&owner=include&count=40,matched,company_tickers_json
296,Kohl's,KSS,KSS,885639,0000885639,KOHLS Corp,https://data.sec.gov/submissions/CIK0000885639.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000885639.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000885639/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000885639&type=&dateb=&owner=include&count=40,matched,company_tickers_json
297,Tractor Supply,TSCO,TSCO,916365,0000916365,TRACTOR SUPPLY CO /DE/,https://data.sec.gov/submissions/CIK0000916365.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000916365.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000916365/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000916365&type=&dateb=&owner=include&count=40,matched,company_tickers_json
298,Whirlpool,WHR,WHR,106640,0000106640,WHIRLPOOL CORP /DE/,https://data.sec.gov/submissions/CIK0000106640.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000106640.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000106640/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106640&type=&dateb=&owner=include&count=40,matched,company_tickers_json
299,Markel,MKL,MKL,1096343,0001096343,MARKEL GROUP INC.,https://data.sec.gov/submissions/CIK0001096343.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001096343.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001096343/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001096343&type=&dateb=&owner=include&count=40,matched,company_tickers_json
300,Fluor,FLR,FLR,1124198,0001124198,FLUOR CORP,https://data.sec.gov/submissions/CIK0001124198.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001124198.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001124198/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001124198&type=&dateb=&owner=include&count=40,matched,company_tickers_json
301,Farmers Insurance Exchange,Non-public,,,,,,,,,no_ticker,
302,Gap,GAP,GAP,39911,0000039911,GAP INC,https://data.sec.gov/submissions/CIK0000039911.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000039911.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000039911/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000039911&type=&dateb=&owner=include&count=40,matched,company_tickers_json
303,S&P Global,SPGI,SPGI,64040,0000064040,S&P Global Inc.,https://data.sec.gov/submissions/CIK0000064040.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000064040.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000064040/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000064040&type=&dateb=&owner=include&count=40,matched,company_tickers_json
304,Builders FirstSource,BLDR,BLDR,1316835,0001316835,"Builders FirstSource, Inc.",https://data.sec.gov/submissions/CIK0001316835.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001316835.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001316835/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001316835&type=&dateb=&owner=include&count=40,matched,company_tickers_json
305,Sonic Automotive,SAH,SAH,1043509,0001043509,SONIC AUTOMOTIVE INC,https://data.sec.gov/submissions/CIK0001043509.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001043509.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001043509/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043509&type=&dateb=&owner=include&count=40,matched,company_tickers_json
306,Stanley Black & Decker,SWK,SWK,93556,0000093556,"STANLEY BLACK & DECKER, INC.",https://data.sec.gov/submissions/CIK0000093556.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093556.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000093556/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093556&type=&dateb=&owner=include&count=40,matched,company_tickers_json
307,Kenvue,KVUE,KVUE,1944048,0001944048,Kenvue Inc.,https://data.sec.gov/submissions/CIK0001944048.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001944048.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001944048/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001944048&type=&dateb=&owner=include&count=40,matched,company_tickers_json
308,Kyndryl,KD,KD,1867072,0001867072,"Kyndryl Holdings, Inc.",https://data.sec.gov/submissions/CIK0001867072.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001867072.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001867072/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001867072&type=&dateb=&owner=include&count=40,matched,company_tickers_json
309,FirstEnergy,FE,FE,1031296,0001031296,FIRSTENERGY CORP,https://data.sec.gov/submissions/CIK0001031296.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001031296.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001031296/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001031296&type=&dateb=&owner=include&count=40,matched,company_tickers_json
310,Diamondback Energy,FANG,FANG,1539838,0001539838,"Diamondback Energy, Inc.",https://data.sec.gov/submissions/CIK0001539838.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001539838.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001539838/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001539838&type=&dateb=&owner=include&count=40,matched,company_tickers_json
311,Nordstrom,JWN,JWN,72333,0000072333,NORDSTROM INC,https://data.sec.gov/submissions/CIK0000072333.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000072333.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000072333/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072333&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
312,EchoStar,SATS,ECHO,1415404,0001415404,EchoStar CORP,https://data.sec.gov/submissions/CIK0001415404.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001415404.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001415404/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001415404&type=&dateb=&owner=include&count=40,matched,company_tickers_json
313,CNA Financial,CNA,CNA,21175,0000021175,CNA FINANCIAL CORP,https://data.sec.gov/submissions/CIK0000021175.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000021175.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000021175/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000021175&type=&dateb=&owner=include&count=40,matched,company_tickers_json
314,Textron,TXT,TXT,217346,0000217346,TEXTRON INC,https://data.sec.gov/submissions/CIK0000217346.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000217346.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000217346/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000217346&type=&dateb=&owner=include&count=40,matched,company_tickers_json
315,Expedia,EXPE,EXPE,1324424,0001324424,"Expedia Group, Inc.",https://data.sec.gov/submissions/CIK0001324424.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001324424.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001324424/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001324424&type=&dateb=&owner=include&count=40,matched,company_tickers_json
316,W.R. Berkley,WRB,WRB,11544,0000011544,BERKLEY W R CORP,https://data.sec.gov/submissions/CIK0000011544.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000011544.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000011544/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000011544&type=&dateb=&owner=include&count=40,matched,company_tickers_json
317,Xcel Energy,XEL,XEL,72903,0000072903,XCEL ENERGY INC,https://data.sec.gov/submissions/CIK0000072903.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000072903.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000072903/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072903&type=&dateb=&owner=include&count=40,matched,company_tickers_json
318,Mutual of Omaha Insurance,Non-public,,,,,,,,,no_ticker,
319,Blackstone,BX,BX,1393818,0001393818,Blackstone Inc.,https://data.sec.gov/submissions/CIK0001393818.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001393818.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001393818/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001393818&type=&dateb=&owner=include&count=40,matched,company_tickers_json
320,Fidelity National Financial,FNF,FNF,1331875,0001331875,"Fidelity National Financial, Inc.",https://data.sec.gov/submissions/CIK0001331875.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001331875.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001331875/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001331875&type=&dateb=&owner=include&count=40,matched,company_tickers_json
321,Otis Worldwide,OTIS,OTIS,1781335,0001781335,Otis Worldwide Corp,https://data.sec.gov/submissions/CIK0001781335.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001781335.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001781335/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001781335&type=&dateb=&owner=include&count=40,matched,company_tickers_json
